LEA Code,District Name,School Code,School Name,Organization Type,School Type,Low Grade,High Grade,Address,City,State,Zip,CESA,Locale,County,Current Status,Categories And Programs,Virtual School,IB Program,Phone Number,Fax Number,Charter Status,Website Url
6244,Wauwatosa,0120,Lincoln Elementary,Public School,Elementary School,K4,05,1741 N Wauwatosa Ave,Wauwatosa,WI,53213,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-773-1300,414-773-1320,FALSE,https://lincoln.wauwatosa.k12.wi.us/o/lincoln
6461,Whitewater Unified,0080,Lincoln Elementary,Public School,Elementary School,K4,05,242 S Prince St,Whitewater,WI,53190,02,Town - distant,Walworth,OPEN,Title I,Supplemental Virtual,,262-472-8500,262-472-8510,FALSE,www.wwusd.org
3290,Manitowoc,0140,Lincoln High,Public School,High School,09,12,1433 S 8th St,Manitowoc,WI,54220,07,Town - distant,Manitowoc,OPEN,,,Diploma Programme,920-663-9600,920-663-9601,FALSE,https://lincoln.manitowocpublicschools.org
6685,Wisconsin Rapids,0160,Lincoln High,Public School,High School,09,12,1801 16th St S,Wisconsin Rapids,WI,54494,05,Town - distant,Wood,OPEN,,Supplemental Virtual,,715-424-6750,715-424-6749,FALSE,www.wrps.org
7000,,7152,DOC: Lincoln Hills/Copper Lake School,State Institution School,Combined Elementary/Secondary School,06,12,W4380 Copper Lake Ave,Irma,WI,54442,,Rural - distant,Lincoln,OPEN,Alternative,Supplemental Virtual,,715-536-8386,715-536-8236,FALSE,doc.wi.gov/families-visitors/find-facility/lincoln-hills-school
0091,Alma Center,0060,Lincoln Jr/Sr High School,Public School,High School,07,12,124 S School St,Alma Center,WI,54611,04,Rural - distant,Jackson,OPEN,Title I,Supplemental Virtual,,715-964-5311,715-964-1005,FALSE,www.lincolnhornets.org
2793,Kenosha,0360,Lincoln Middle,Public School,Middle School,06,08,6729 18th Ave,Kenosha,WI,53143,01,Suburb - midsize,Kenosha,CLOSED,,Supplemental Virtual,,262-359-6296,262-359-5966,FALSE,www.kusd.edu
2849,La Crosse,0180,Lincoln Middle,Public School,Middle School,06,08,510 9th St S,La Crosse,WI,54601,04,City - small,La Crosse,CLOSED,,,,608-789-7780,608-789-7181,FALSE,www.lacrosseschools.org
3619,Milwaukee,0006,Lincoln Middle,Public School,Middle School,06,08,820 E Knapp St,Milwaukee,WI,53202,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-212-3300,414-212-3315,FALSE,www.milwaukee.k12.wi.us
5271,Sheboygan Area,0180,Lincoln-Erdman Elementary,Public School,Elementary School,K4,05,4101 N 50th St,Sheboygan,WI,53083,07,Suburb - small,Sheboygan,OPEN,,Supplemental Virtual,,920-459-3595,920-459-4049,FALSE,www.sheboygan.k12.wi.us
3269,Madison Metropolitan,0065,Lindbergh Elementary,Public School,Elementary School,K4,05,4500 Kennedy Rd,Madison,WI,53704,02,City - large,Dane,OPEN,Title I,Supplemental Virtual,,608-204-6500,608-204-0459,FALSE,https://lindbergh.madison.k12.wi.us/
2604,Howard-Suamico,0110,Lineville Intermediate,Public School,Elementary School,05,06,2700 Lineville Rd,Green Bay,WI,54313,07,Suburb - midsize,Brown,OPEN,,Supplemental Virtual,,920-662-7871,920-662-7822,FALSE,www.hssd.k12.wi.us
1080,Chetek-Weyerhaeuser Area,0800,Link2Learn Virtual Charter School,Public School,Combined Elementary/Secondary School,K4,12,1001 Knapp St,Chetek,WI,54728,11,Town - distant,Barron,OPEN,Charter,Exclusively Virtual,,715-924-2226,715-924-2376,TRUE,www.cwasd.k12.wi.us
3129,Little Chute Area,0410,Little Chute Career Pathways Academy,Public School,High School,09,12,1402 Freedom Rd,Little Chute,WI,54140,06,Suburb - midsize,Outagamie,OPEN,Charter,Supplemental Virtual,,920-788-7600,920-788-7841,TRUE,www.lccpa.littlechute.k12.wi.us
3129,Little Chute Area,0020,Little Chute Elementary,Public School,Elementary School,K4,04,901 Grand Ave,Little Chute,WI,54140,06,Suburb - midsize,Outagamie,OPEN,,Supplemental Virtual,,920-788-7610,920-788-7847,FALSE,www.littlechute.k12.wi.us
3129,Little Chute Area,0040,Little Chute High,Public School,High School,09,12,1402 Freedom Rd,Little Chute,WI,54140,06,Suburb - midsize,Outagamie,OPEN,,Supplemental Virtual,,920-788-7600,920-788-7841,FALSE,www.littlechute.k12.wi.us
3129,Little Chute Area,0100,Little Chute Intermediate,Public School,Elementary School,05,06,1402 Freedom Rd,Little Chute,WI,54140,06,Suburb - midsize,Outagamie,OPEN,,Supplemental Virtual,,920-788-7600,920-788-7841,FALSE,www.littlechute.k12.wi.us
3129,Little Chute Area,0060,Little Chute Middle,Public School,Middle School,07,08,1402 Freedom Rd,Little Chute,WI,54140,06,Suburb - midsize,Outagamie,OPEN,,Supplemental Virtual,,920-788-7600,920-788-7841,FALSE,www.littlechute.k12.wi.us
1540,East Troy Community,0020,Little Prairie Primary,Public School,Elementary School,K4,02,2109 Townline Rd,East Troy,WI,53120,02,Rural - fringe,Walworth,OPEN,Title I,Supplemental Virtual,,262-642-6730,262-642-6723,FALSE,www.easttroy.k12.wi.us
1162,Colby,0120,Little Stars Pre-School,Public School,Elementary School,K4,K4,202 West Dolf St,Colby,WI,54421,10,Rural - fringe,Clark,OPEN,,Supplemental Virtual,,715-223-2044,715-223-4388,FALSE,www.colby.k12.wi.us
3276,Manawa,0040,Little Wolf High,Public School,High School,09,12,515 E 4th St,Manawa,WI,54949,06,Rural - distant,Waupaca,OPEN,,Supplemental Virtual,,920-596-5800,920-596-2655,FALSE,www.manawaschools.org
1554,Eau Claire Area,0220,Locust Lane Elementary,Public School,Elementary School,KG,05,3245 Locust Ln,Eau Claire,WI,54703,10,City - small,Eau Claire,OPEN,Title I,Supplemental Virtual,,715-852-3700,715-852-3704,FALSE,www.ecasd.us/locust-lane-elementary/home
3150,Lodi,0040,Lodi Elementary,Public School,Elementary School,03,05,101 School St,Lodi,WI,53555,05,Town - fringe,Columbia,OPEN,Title I,Supplemental Virtual,,608-592-3842,608-592-1025,FALSE,www.lodi.k12.wi.us
3150,Lodi,0080,Lodi High,Public School,High School,09,12,1100 Sauk St,Lodi,WI,53555,05,Town - fringe,Columbia,OPEN,,Supplemental Virtual,,608-592-3853,608-592-1045,FALSE,www.lodi.k12.wi.us
3150,Lodi,0100,Lodi Middle,Public School,Middle School,06,08,900 Sauk St,Lodi,WI,53555,05,Town - fringe,Columbia,OPEN,,Supplemental Virtual,,608-592-3854,608-592-1035,FALSE,www.lodi.k12.wi.us
3150,Lodi,0020,Lodi Primary,Public School,Elementary School,K4,02,1307 Sauk St,Lodi,WI,53555,05,Rural - fringe,Columbia,OPEN,,Supplemental Virtual,,608-592-3855,608-592-1015,FALSE,www.lodi.k12.wi.us
2849,La Crosse,0220,Logan High,Public School,High School,09,12,1500 Ranger Dr,La Crosse,WI,54603,04,City - small,La Crosse,OPEN,,Supplemental Virtual,,608-789-7700,608-789-7711,FALSE,www.lacrosseschools.org
2849,La Crosse,0200,Logan Middle,Public School,Middle School,06,08,1450 Avon St,La Crosse,WI,54603,04,City - small,La Crosse,OPEN,Title I,Supplemental Virtual,,608-789-7740,608-789-7754,FALSE,www.lacrosseschools.org
2289,Green Bay Area Public,0425,Lombardi Middle,Public School,Middle School,06,08,1520 S Point Rd,Green Bay,WI,54313,07,City - midsize,Brown,OPEN,,Supplemental Virtual,,920-492-2625,920-492-5564,FALSE,www.gbaps.org
3171,Lomira,0040,Lomira Elementary,Public School,Elementary School,01,05,1030 4th St,Lomira,WI,53048,06,Rural - distant,Dodge,OPEN,Title I,,,920-269-4396,920-269-4996,FALSE,www.lomira.k12.wi.us
3171,Lomira,0060,Lomira High,Public School,High School,09,12,1030 4th St,Lomira,WI,53048,06,Rural - distant,Dodge,OPEN,,,,920-269-4396,920-269-4128,FALSE,www.lomira.k12.wi.us
3171,Lomira,0070,Lomira Middle,Public School,Middle School,06,08,1030 4th St,Lomira,WI,53048,06,Rural - distant,Dodge,OPEN,,,,920-269-4396,920-269-4996,FALSE,www.lomira.k12.wi.us
1554,Eau Claire Area,0240,Longfellow Elementary,Public School,Elementary School,KG,05,512 Balcom St,Eau Claire,WI,54703,10,City - small,Eau Claire,OPEN,Title I,Supplemental Virtual,,715-852-3800,715-852-3804,FALSE,www.ecasd.us/longfellow-elementary/home
3619,Milwaukee,0256,Longfellow Elementary,Public School,Elementary School,K4,08,1021 S 21st St,Milwaukee,WI,53204,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-902-9800,414-902-9815,FALSE,www.milwaukee.k12.wi.us
5271,Sheboygan Area,0200,Longfellow Elementary,Public School,Elementary School,K4,05,819 Kentucky Ave,Sheboygan,WI,53081,07,City - small,Sheboygan,OPEN,Title I,Supplemental Virtual,,920-459-3580,920-459-0451,FALSE,www.sheboygan.k12.wi.us
6300,West Allis-West Milwaukee,0280,Longfellow Elementary,Public School,Elementary School,K4,05,2211 S 60th St,West Allis,WI,53219,01,Suburb - large,Milwaukee,CLOSED,,,,414-604-4310,414-546-5540,FALSE,www.wawm.k12.wi.us
2849,La Crosse,0240,Longfellow Middle,Public School,Middle School,06,08,1900 Denton St,La Crosse,WI,54601,04,City - small,La Crosse,OPEN,,Supplemental Virtual,,608-789-7670,608-789-7975,FALSE,www.lacrosseschools.org
6244,Wauwatosa,0140,Longfellow Middle,Public School,Middle School,06,08,7600 W North Ave,Wauwatosa,WI,53213,01,Suburb - large,Milwaukee,OPEN,,Supplemental Virtual,,414-773-2400,414-773-2420,FALSE,https://longfellow.wauwatosa.k12.wi.us/o/longfellow
3269,Madison Metropolitan,0495,Lowell Elementary,Public School,Elementary School,K4,05,401 Maple Ave,Madison,WI,53704,02,City - large,Dane,OPEN,,Supplemental Virtual,,608-204-6600,608-204-0463,FALSE,https://lowell.madison.k12.wi.us/
6174,Waukesha,0260,Lowell Elementary,Public School,Elementary School,K4,05,140 N Grandview Blvd,Waukesha,WI,53188,01,City - small,Waukesha,OPEN,Title I,Supplemental Virtual,,262-970-1905,262-970-1920,FALSE,www.waukesha.k12.wi.us
3619,Milwaukee,0257,Lowell International Elementary,Public School,Elementary School,K4,05,4360 S 20th St,Milwaukee,WI,53221,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,Primary Years Programme,414-304-6600,414-304-6615,FALSE,www.milwaukee.k12.wi.us
3206,Loyal,0020,Loyal Elementary,Public School,Elementary School,K4,05,514 W Central,Loyal,WI,54446,10,Rural - remote,Clark,OPEN,,Supplemental Virtual,,715-255-8561,715-255-8553,FALSE,www.loyal.k12.wi.us
3206,Loyal,0060,Loyal High,Public School,High School,09,12,514 W Central,Loyal,WI,54446,10,Rural - remote,Clark,OPEN,,Supplemental Virtual,,715-255-8511,715-255-8553,FALSE,www.loyal.k12.wi.us
3206,Loyal,0040,Loyal Middle School,Public School,Middle School,06,08,514 W Central,Loyal,WI,54446,10,Rural - remote,Clark,OPEN,,Supplemental Virtual,,715-255-8511,715-255-8553,FALSE,www.loyal.k12.wi.us
3213,Luck,0040,Luck Elementary,Public School,Elementary School,K4,05,810 S 7th St,Luck,WI,54853,11,Rural - remote,Polk,OPEN,Title I,Supplemental Virtual,,715-472-2152,715-472-2159,FALSE,www.lucksd.k12.wi.us
3213,Luck,0060,Luck High,Public School,High School,09,12,810 S 7th St,Luck,WI,54853,11,Rural - remote,Polk,OPEN,,Supplemental Virtual,,715-472-2152,715-472-2159,FALSE,www.lucksd.k12.wi.us
3213,Luck,0200,Luck Middle,Public School,Middle School,06,08,810 S 7th St,Luck,WI,54853,11,Rural - remote,Polk,OPEN,,Supplemental Virtual,,715-472-2152,715-472-2159,FALSE,www.lucksd.k12.wi.us
1883,Fort Atkinson,0100,Luther Elementary,Public School,Elementary School,KG,05,205 Park St,Fort Atkinson,WI,53538,02,Town - distant,Jefferson,OPEN,Title I,Supplemental Virtual,,920-568-4465,920-568-7051,FALSE,www.fortschools.org
3220,Luxemburg-Casco,0140,Luxemburg-Casco High,Public School,High School,09,12,512 Center Dr,Luxemburg,WI,54217,07,Rural - distant,Kewaunee,OPEN,,,,920-845-2336,920-845-2280,FALSE,www.luxcasco.k12.wi.us
3220,Luxemburg-Casco,0100,Luxemburg-Casco Intermediate,Public School,Elementary School,03,06,318 N Main St,Luxemburg,WI,54217,07,Rural - distant,Kewaunee,OPEN,,,,920-845-2371,920-845-2232,FALSE,www.luxcasco.k12.wi.us
3220,Luxemburg-Casco,0120,Luxemburg-Casco Middle,Public School,Middle School,07,08,512 Center Drive,Luxemburg,WI,54217,07,Rural - distant,Kewaunee,OPEN,,,,920-845-9525,920-845-9029,FALSE,www.luxcasco.k12.wi.us
3220,Luxemburg-Casco,0110,Luxemburg-Casco Primary,Public School,Elementary School,K4,02,601 Marcks Ln,Luxemburg,WI,54217,07,Rural - distant,Kewaunee,OPEN,Title I,,,920-845-2315,920-845-2503,FALSE,www.luxcasco.k12.wi.us
3360,Mauston,0040,Lyndon Station Elementary,Public School,Elementary School,01,04,200 Hoehn Dr,Lyndon Station,WI,53944,05,Rural - distant,Juneau,OPEN,Title I,Supplemental Virtual,,608-666-2341,608-666-2510,FALSE,www.maustonschools.org
0777,Burlington Area,0120,Lyons Center Elementary,Public School,Elementary School,K4,05,1622 Mill St,Burlington,WI,53105,02,Rural - distant,Racine,CLOSED,,,,262-763-5380,262-763-5382,FALSE,www.basd.k12.wi.us
2058,Germantown,0120,MacArthur Elementary,Public School,Elementary School,K4,05,W154N11492 Fond du Lac Ave,Germantown,WI,53022,01,Suburb - large,Washington,OPEN,Title I,,,262-253-3468,262-253-3496,FALSE,www.gsdwi.org
2289,Green Bay Area Public,0430,MacArthur Elementary,Public School,Elementary School,K4,05,1331 Hobart Dr,Green Bay,WI,54304,07,City - midsize,Brown,OPEN,Title I,Supplemental Virtual,,920-492-2680,920-492-5573,FALSE,www.gbaps.org
3619,Milwaukee,0870,MacDowell Montessori School K3-12,Public School,Combined Elementary/Secondary School,K4,12,6415 W Mount Vernon Ave,Milwaukee,WI,53213,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,"Diploma Programme, Middle Years Programme",414-935-1400,414-935-1415,FALSE,www.milwaukee.k12.wi.us
3619,Milwaukee,0409,James Madison Academic Campus,Public School,High School,09,12,8135 W Florist Ave,Milwaukee,WI,53218,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-393-6100,414-393-6262,FALSE,www.milwaukee.k12.wi.us
2695,Janesville,0220,Madison Elementary,Public School,Elementary School,K4,05,331 N Grant Ave,Janesville,WI,53548,02,City - small,Rock,OPEN,Title I,Supplemental Virtual,,608-743-6800,608-743-6810,FALSE,www.janesville.k12.wi.us/mad
3290,Manitowoc,0160,Madison Elementary,Public School,Elementary School,KG,05,701 N 4th St,Manitowoc,WI,54220,07,Town - distant,Manitowoc,OPEN,Title I,,,920-663-9540,920-663-9541,FALSE,https://madison.manitowocpublicschools.org
3339,Marshfield Unified,0100,Madison Elementary,Public School,Elementary School,K4,06,510 N Palmetto Ave,Marshfield,WI,54449,05,Town - distant,Wood,OPEN,Title I,Supplemental Virtual,,715-384-8181,715-486-1291,FALSE,www.marshfieldschools.org/domain/63
5607,Stevens Point Area Public,0190,Madison Elementary,Public School,Elementary School,KG,06,600 Maria Dr,Stevens Point,WI,54481,05,Town - distant,Portage,OPEN,Title I,Supplemental Virtual,,715-345-5419,715-345-7349,FALSE,www.pointschools.net
6244,Wauwatosa,0160,Madison Elementary,Public School,Elementary School,K4,05,9925 W Glendale Ave,Wauwatosa,WI,53225,01,Suburb - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-773-1400,414-773-1420,FALSE,https://madison.wauwatosa.k12.wi.us/o/madison
6300,West Allis-West Milwaukee,0300,Madison Elementary,Public School,Elementary School,K4,05,1117 S 104th St,West Allis,WI,53214,01,Suburb - large,Milwaukee,CLOSED,,,,414-604-4410,414-256-6782,FALSE,www.wawm.k12.wi.us
0147,Appleton Area,0300,Madison Middle,Public School,Middle School,06,08,2020 S Carpenter St,Appleton,WI,54915,06,City - small,Calumet,OPEN,,Supplemental Virtual,,920-852-5425,920-852-5426,FALSE,www.aasd.k12.wi.us
1376,Kettle Moraine,0160,Magee Elementary,Public School,Elementary School,K4,05,W313S4134 Hwy 83,Genesee Depot,WI,53127,01,Suburb - large,Waukesha,OPEN,,Supplemental Virtual,,262-968-6454,262-968-6471,FALSE,www.kmsd.edu/magee
5824,Two Rivers Public,0110,Magee Elementary,Public School,Elementary School,K4,04,3502 Glenwood St,Two Rivers,WI,54241,07,Town - distant,Manitowoc,OPEN,,Supplemental Virtual,,920-793-1118,920-794-7449,FALSE,www.trschools.k12.wi.us
2793,Kenosha,0215,Mahone Middle,Public School,Middle School,06,08,6900 60th St,Kenosha,WI,53144,01,Suburb - midsize,Kenosha,OPEN,,Supplemental Virtual,,262-359-8100,262-359-6851,FALSE,www.kusd.edu
6223,Wausau,0260,Maine Elementary,Public School,Elementary School,KG,05,5901 N 44th Ave,Wausau,WI,54401,09,Rural - fringe,Marathon,OPEN,,Supplemental Virtual,,715-261-0250,715-675-6852,FALSE,www.wausauschools.org
4578,Prescott,0040,Malone Elementary,Public School,Elementary School,KG,05,505 Campbell St N,Prescott,WI,54021,11,Town - fringe,Pierce,OPEN,Title I,Supplemental Virtual,,715-262-5463,715-262-0052,FALSE,www.prescott.k12.wi.us
3276,Manawa,0060,Manawa Elementary,Public School,Elementary School,K4,05,800 Beech St,Manawa,WI,54949,06,Rural - distant,Waupaca,OPEN,,Supplemental Virtual,,920-596-5700,920-596-5339,FALSE,www.manawaschools.org
3276,Manawa,0080,Manawa Middle,Public School,Middle School,06,08,515 E 4th St,Manawa,WI,54949,06,Rural - distant,Waupaca,OPEN,,Supplemental Virtual,,920-596-5800,920-596-2655,FALSE,www.manawaschools.org
3619,Milwaukee,0265,Manitoba Elementary,Public School,Elementary School,K4,08,4040 W Forest Home Ave,Milwaukee,WI,53215,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-902-8600,414-902-8615,FALSE,www.milwaukee.k12.wi.us
1554,Eau Claire Area,0280,Manz Elementary,Public School,Elementary School,KG,05,1000 E Fillmore Ave,Eau Claire,WI,54701,10,City - small,Eau Claire,OPEN,Title I,Supplemental Virtual,,715-852-3900,715-852-3904,FALSE,www.ecasd.us/manz-elementary/home
2420,Hamilton,0100,Maple Avenue Elementary,Public School,Elementary School,KG,04,W240N6059 Maple Ave,Sussex,WI,53089,01,Suburb - large,Waukesha,OPEN,Title I,,,262-246-4220,262-246-3914,FALSE,www.hamilton.k12.wi.us
1897,Maple Dale-Indian Hill,0040,Maple Dale School,Public School,Middle School,04,08,8377 N Port Washington Rd,Fox Point,WI,53217,01,Suburb - large,Milwaukee,OPEN,,,,414-351-7380,414-000-0000,FALSE,www.mapledale.k12.wi.us
0196,Athens,0100,Maple Grove Charter School,Public School,Elementary School,KG,05,135594 County Road L,Athens,WI,54411,09,Rural - distant,Marathon,OPEN,"Charter, Title I",Supplemental Virtual,,715-257-7511,715-257-7052,TRUE,http://www.athens1.org
2303,Greenfield,0160,Maple Grove Elementary,Public School,Elementary School,K4,05,6921 W Coldspring Rd,Greenfield,WI,53220,01,Suburb - large,Milwaukee,OPEN,,,,414-541-0600,414-541-8070,FALSE,www.greenfield.k12.wi.us
2885,Lake Geneva J1,0150,Maple Park Charter School,Public School,Elementary School,04,08,W1380 Lake Geneva Highway,Lake Geneva,WI,53147,02,Rural - fringe,Walworth,OPEN,"Charter, Title I","Exclusively Virtual, Primarily Virtual",,262-348-1000,262-348-9704,TRUE,lakegenevaschools.com
3619,Milwaukee,0267,Maple Tree Elementary,Public School,Elementary School,K4,05,6644 N 107th St,Milwaukee,WI,53224,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-578-5100,414-578-5115,FALSE,www.milwaukee.k12.wi.us
2835,Kimberly Area,0140,Mapleview Intermediate,Public School,Elementary School,05,06,125 E Kimberly Ave,Kimberly,WI,54136,06,Suburb - midsize,Outagamie,OPEN,Title I,,,920-788-7910,920-788-7760,FALSE,www.kimberly.k12.wi.us
3430,Menasha Joint,0020,Maplewood Middle,Public School,Middle School,06,08,1600 Midway Rd,Menasha,WI,54952,06,Suburb - midsize,Winnebago,OPEN,Title I,Supplemental Virtual,,920-967-1600,920-832-5837,FALSE,www.mjsd.k12.wi.us
3304,Marathon City,0020,Marathon Elementary,Public School,Elementary School,K4,05,100 Spring Valley Dr,Marathon,WI,54448,09,Rural - fringe,Marathon,OPEN,,,,715-443-2538,715-443-2230,FALSE,www.marathon.k12.wi.us
3304,Marathon City,0040,Marathon High,Public School,High School,09,12,204 East St,Marathon,WI,54448,09,Rural - fringe,Marathon,OPEN,,Supplemental Virtual,,715-443-2226,715-443-2611,FALSE,www.marathon.k12.wi.us
3304,Marathon City,0210,Marathon Venture Academy,Public School,Middle School,06,08,100 Spring Valley Dr,Marathon,WI,54448,09,Rural - fringe,Marathon,OPEN,Charter,,,715-443-2538,715-443-2230,TRUE,www.marathon.k12.wi.us
2420,Hamilton,0120,Marcy Elementary,Public School,Elementary School,KG,04,W180N4851 Marcy Rd,Menomonee Falls,WI,53051,01,Rural - fringe,Waukesha,OPEN,,,,262-781-8283,262-781-6028,FALSE,www.hamilton.k12.wi.us
0170,Ashland,0120,Marengo Valley Elementary,Public School,Elementary School,K4,05,62408 State Hwy 112,Ashland,WI,54806,12,Rural - distant,Ashland,OPEN,Title I,Supplemental Virtual,,715-278-3286,715-278-3586,FALSE,www.ashland.k12.wi.us
3311,Marinette,0060,Marinette High,Public School,High School,09,12,2135 Pierce Ave,Marinette,WI,54143,08,Town - distant,Marinette,OPEN,Title I,Supplemental Virtual,,715-735-1300,715-732-7929,FALSE,www.marinette.k12.wi.us
3311,Marinette,0140,Marinette Intermediate,Public School,Elementary School,02,04,826 Owena St,Marinette,WI,54143,08,Town - distant,Marinette,OPEN,Title I,Supplemental Virtual,,715-735-2600,715-732-3434,FALSE,www.marinette.k12.wi.us
3311,Marinette,0070,Marinette Middle,Public School,Middle School,05,08,1011 Water St,Marinette,WI,54143,08,Town - distant,Marinette,OPEN,Title I,Supplemental Virtual,,715-735-1500,715-732-7939,FALSE,www.marinettemiddleschool.com
3311,Marinette,0120,Marinette Primary,Public School,Elementary School,K4,01,1520 Mott St,Marinette,WI,54143,08,Town - distant,Marinette,OPEN,Title I,Supplemental Virtual,,715-735-2500,715-732-3433,FALSE,www.marinette.k12.wi.us
3318,Marion,0080,Marion Elementary,Public School,Elementary School,K4,06,1001 N Main St,Marion,WI,54950,08,Rural - distant,Waupaca,OPEN,,Supplemental Virtual,,715-754-4501,715-754-4508,FALSE,www.marion.k12.wi.us
3318,Marion,0100,Marion High,Public School,High School,07,12,105 School St,Marion,WI,54950,08,Rural - distant,Waupaca,OPEN,,Supplemental Virtual,,715-754-5273,715-754-1350,FALSE,www.marion.k12.wi.us
3325,Markesan,0120,Markesan High,Public School,High School,09,12,100 E Vista Blvd,Markesan,WI,53946,06,Rural - distant,Green Lake,OPEN,,Supplemental Virtual,,920-398-2373,920-398-4165,FALSE,www.markesan.k12.wi.us
3325,Markesan,0110,Markesan Intermediate,Public School,Elementary School,03,05,200 S Margaret St,Markesan,WI,53946,06,Rural - distant,Green Lake,OPEN,,Supplemental Virtual,,920-398-2373,920-398-4306,FALSE,www.markesan.k12.wi.us
3325,Markesan,0025,Markesan Middle,Public School,Middle School,06,08,100 E Vista Blvd,Markesan,WI,53946,06,Rural - distant,Green Lake,OPEN,,Supplemental Virtual,,920-398-2373,920-398-4165,FALSE,www.markesan.k12.wi.us
3325,Markesan,0100,Markesan Primary,Public School,Elementary School,K4,02,200 S Margaret St,Markesan,WI,53946,06,Rural - distant,Green Lake,OPEN,,Supplemental Virtual,,920-398-2373,920-398-4306,FALSE,www.markesan.k12.wi.us
3269,Madison Metropolitan,0525,Marquette Elementary,Public School,Elementary School,03,05,1501 Jenifer St,Madison,WI,53703,02,City - large,Dane,OPEN,,Supplemental Virtual,,608-204-3220,608-204-0467,FALSE,https://marquette.madison.k12.wi.us/
3332,Marshall,0080,Marshall Early Learning Center,Public School,Elementary School,K4,02,369 School St,Marshall,WI,53559,02,Town - fringe,Dane,OPEN,Title I,Supplemental Virtual,,608-655-1588,608-655-1592,FALSE,www.marshallschools.org
3332,Marshall,0020,Marshall Elementary,Public School,Elementary School,03,06,617 Madison St,Marshall,WI,53559,02,Town - fringe,Dane,OPEN,Title I,Supplemental Virtual,,608-655-4403,608-655-3425,FALSE,www.marshallschools.org
3332,Marshall,0040,Marshall High,Public School,High School,09,12,623 Madison St,Marshall,WI,53559,02,Town - fringe,Dane,OPEN,,Supplemental Virtual,,608-655-1310,608-655-3046,FALSE,www.marshallschools.org
3619,Milwaukee,0008,Marshall High,Public School,High School,09,12,4141 N 64th St,Milwaukee,WI,53216,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-393-2300,414-393-2315,FALSE,www.milwaukee.k12.wi.us
2695,Janesville,0240,Marshall Middle,Public School,Middle School,06,08,25 S Pontiac Dr,Janesville,WI,53545,02,City - small,Rock,OPEN,,Supplemental Virtual,,608-743-6200,608-743-6210,FALSE,www.janesville.k12.wi.us/mar
3332,Marshall,0060,Marshall Middle,Public School,Middle School,07,08,401 School St,Marshall,WI,53559,02,Town - fringe,Dane,OPEN,Title I,Supplemental Virtual,,608-655-1571,608-655-4481,FALSE,www.marshallschools.org
3339,Marshfield Unified,0120,Marshfield High,Public School,High School,09,12,1401 E Becker Rd,Marshfield,WI,54449,05,Town - distant,Wood,OPEN,,Supplemental Virtual,,715-387-8464,715-384-3589,FALSE,www.marshfieldschools.org/domain/58
3339,Marshfield Unified,0130,Marshfield K4,Public School,Elementary School,K4,K4,1010 E Fourth St,Marshfield,WI,54449,05,Town - distant,Wood,OPEN,,Supplemental Virtual,,715-387-1101,715-387-0133,FALSE,www.marshfieldschools.org
3339,Marshfield Unified,0110,Marshfield Middle,Public School,Middle School,07,08,900 E 4th St,Marshfield,WI,54449,05,Town - distant,Wood,OPEN,,Supplemental Virtual,,715-387-1249,715-384-9269,FALSE,www.marshfieldschools.org/domain/60
2289,Green Bay Area Public,0435,Martin Elementary,Public School,Elementary School,K4,05,626 Pinehurst Dr,Green Bay,WI,54302,07,City - midsize,Brown,OPEN,,Supplemental Virtual,,920-391-2405,920-391-2500,FALSE,www.gbaps.org
3619,Milwaukee,0268,Maryland Montessori,Public School,Elementary School,K4,08,2418 N Maryland Ave,Milwaukee,WI,53211,01,City - large,Milwaukee,OPEN,Title I,Supplemental Virtual,,414-906-4800,414-906-4815,FALSE,www.milwaukee.k12.wi.us
3360,Mauston,0060,Mauston High,Public School,High School,09,12,800 Grayside Ave,Mauston,WI,53948,05,Rural - fringe,Juneau,OPEN,,Supplemental Virtual,,608-847-4410,608-847-4802,FALSE,www.maustonschools.org
3360,Mauston,0110,Mauston Montessori Charter School,Public School,Elementary School,K4,05,512 Grayside Ave,Mauston,WI,53948,05,Rural - fringe,Juneau,OPEN,Charter,Supplemental Virtual,,608-847-5451,608-847-4635,TRUE,www.maustonschools.org
3367,Mayville,0060,Mayville Elementary,Public School,Elementary School,KG,06,445 N Henninger St,Mayville,WI,53050,06,Town - distant,Dodge,OPEN,,,,920-387-7970,920-387-7974,FALSE,www.mayvilleschools.com
3367,Mayville,0080,Mayville Junior-Senior High,Public School,High School,07,12,500 N Clark St,Mayville,WI,53050,06,Town - distant,Dodge,OPEN,,Supplemental Virtual,,920-387-7960,920-387-7977,FALSE,www.mayvilleschools.com
